Duplicate Company Name? - Final (Yes / No),Corrected Company Name - Final,Company Name,Corrected Alias Name - Final,Company Alias,Customer or Supplier?
,BHEL Corporate Research and Development,BHEL Corporate Research and Development,BHEL,BHEL,Customer
,Bhilosa Industries Pvt. Ltd.,Bhilosa Industries Pvt. Ltd.,Bhilosa Industries,Bhilosa Industries,Customer
,Bhushan Steel Ltd.,Bhushan Steel Ltd.,Bhushan Steel,Bhushan Steel Ltd.,Customer
,Biesse Manufacturing Co. Pvt. Ltd.,Biesse Manufacturing Co. Pvt. Ltd.,Biesse Manufacturing,Biesse Manufacturing,Customer
,Biological E Ltd,Biological E Ltd,Biological E,Biological E,Customer
,Bituflex Shipping And Trading LLP,Bituflex Shipping And Trading LLP,BITUFLEX,BITUFLEX,Customer
,Bitumen Corporation India Pvt. Ltd.,Bitumen Corporation India Pvt. Ltd.,Bitumen Corporation,Bitumen Corporation India Pvt. Ltd.,Customer
,Biyani Paper Converters Pvt. Ltd.,Biyani Paper Converters Pvt. Ltd.,Biyani Paper,Biyani Paper,Customer
,Bizongo,Bizongo,Bizongo,Bizongo,Customer
,Black and Veatch,Black and Veatch,Black and Veatch,B&V,Customer
,Blumenbecker KAT Automation Pvt. Ltd.,Blumenbecker KAT Automation Pvt. Ltd.,Blumenbecker,Blumenbecker,Customer
,BML Munjal,BML Munjal,BML Munjal,Compass Group,Customer
Yes,Bombardier Transportation India Pvt. Ltd.,Bombardiar Transportation India Pvt. Ltd.,Bombardiar,Bombardiar Transportation India,Customer
Yes,Bombardier Transportation India Pvt. Ltd.,Bombardier Transportation India Pvt. Ltd.,Bombardiar,Bombardier Transportation India Pvt. Ltd.,Customer
,Bombay Dyeing and Manufacturing Co. Ltd.,Bombay Dyeing and Manufacturing Co. Ltd.,Bombay Dyeing,Bombay Dyeing,Customer
,Bombay Fire Safety,Bombay Fire Safety,Bombay Fire Safety,Bombay Fire Safety,Customer
,Borosil Glass Works Ltd.,Borosil Glass Works Ltd.,Borosil,Borosil,Customer
,Bosch Chassis Systems India Pvt. Ltd.,Bosch Chassis Systems India Pvt. Ltd.,Bosch,Bosch,Customer
,Bosch Ltd.,Bosch Ltd.,Bosch,Bosch,Customer
,Boxcare Packaging Pvt. Ltd.,Boxcare Packaging Pvt. Ltd.,Boxcare Packaging,Boxcare Packaging,Customer
,Brahmaputra Cracker and Polymer Ltd.,Brahmaputra Cracker and Polymer Ltd.,Brahmaputra Cracker & Polymer,Brahmaputra,Customer
,Brahmaputra Infrastructure Ltd.,Brahmaputra Infrastructure Ltd.,Brahmaputra Infrastructure,Brahmaputra Infra,Customer
,Brand Scientific Equipment Pvt. Ltd.,Brand Scientific Equipment Pvt. Ltd.,Brand Scientific Equipment,Brand Scientific,Customer
,B R Associates,B R Associates,B R Associates,B R Associates,Customer
,Bridgestone India Pvt. Ltd.,Bridgestone India Pvt. Ltd.,Bridgestone,Bridgestone,Customer
,Bright Autoplast Ltd.,Bright Autoplast Ltd.,Bright Autoplast,Bright Autoplast,Customer
,Brihanmumbai Municipal Corporation,Brihanmumbai Municipal Corporation,BMC,BMC,Customer
,Brihans Laboratories Pvt. Ltd.,Brihans Laboratories Pvt. Ltd.,Brihans Labs,Brihans Lab.,Customer
,Brilliant Etoile Pvt. Ltd.,Brilliant Etoile Pvt. Ltd.,Brilliant Etoile,Brilliant Etoile,Customer
,Briny Business Solutions LLP,Briny Business Solutions LLP,Briny Business Solutions,Briny Business Solutions,Customer
,Britannia Industries Ltd.,Britannia Industries Ltd.,Britannia,Britannia,Customer
,Broachcutter Drilling Machines Pvt Ltd,Broachcutter Drilling Machines Pvt Ltd,Broachcutter,Broachcutter,Customer
,Broad Range,Broad Range,Broad Range,Broad Range,Customer
,Building Blocks Learning Solution Pvt. Ltd.,Building Blocks Learning Solution Pvt. Ltd.,Building Blocks Learning Solution,Building Blocks Learning Solution Pvt. Ltd.,Customer
Yes,Bulk MRO Industrial Supply Inc.,Bulk MRO Industrial Supply Inc.,Bulk MRO,Bulk MRO,Customer
Yes,Bulk MRO Industrial Supply Pvt. Ltd.,Bulk MRO Industrial Supply Pvt. Ltd.,Bulk MRO,Bulk MRO,Customer
Yes,Bulk MRO Industrial Supply Pvt. Ltd.,Bulk MRO Inside Sales,Bulk MRO,Bulk MRO,Customer
Yes,Bulk MRO Industrial Supply Pvt. Ltd.,Bulkmro Online Orders,Bulk MRO,BulkMRO.com,Customer
,Bureau Veritas Construction Services,Bureau Veritas Construction Services,Bureau Veritas,Bureau Veritas,Customer
,Burman Vessels Pvt. Ltd.,Burman Vessels Pvt. Ltd.,Burman Vessels,Burman Vessels,Customer
,Cairn India Ltd.,Cairn India Ltd.,Cairn,Cairn,Customer
,Cameron Middle East FZE,Cameron Middle East FZE,Cameron,Cameron Middle East FZE,Customer
Yes,C and E Ltd.,C and E Ltd.,C and E,C and E Ltd.,Customer
,Candy,Candy,Candy,Candy,Customer
,Canon India Pvt. Ltd.,Canon India Pvt. Ltd.,Canon,Canon India,Customer
,Caparo Engineering India Ltd.,Caparo Engineering India Ltd.,Caparo Engineering,Caparo Engineering,Customer
,Capital Photo Service Pvt. Ltd.,Capital Photo Service Pvt. Ltd.,Capital Photo Service,Capital Photo Service,Customer
,Captain Pipes Ltd.,Captain Pipes Ltd.,Captain Pipes,Captain Pipes,Customer
,Cargill India Pvt. Ltd.,Cargill India Pvt. Ltd.,Cargill,Cargill,Customer
,Carlsberg India Pvt. Ltd.,Carlsberg India Pvt. Ltd.,Carlsberg,Carlsberg,Customer
,Carlton Industrial Engineers,Carlton Industrial Engineers,Carlton Industrial,Carlton Industrial,Customer
,Carl Zeiss India,Carl Zeiss India,Carl Zeiss,Carl Zeiss,Customer
,Cars24 Services Pvt. Ltd.,Cars24 Services Pvt. Ltd.,Cars24,Cars24,Customer
,Casio India Co. Pvt. Ltd.,Casio India Co. Pvt. Ltd.,Casio,Casio India,Customer
,Cast and Alloys,Cast and Alloys,Cast and Alloys,Cast and Alloys,Customer
,Cataler India Auto Parts Pvt. Ltd.,Cataler India Auto Parts Pvt. Ltd.,Cataler,Cataler India,Customer
,Caterpillar India Pvt. Ltd.,Caterpillar India Pvt. Ltd.,Caterpillar,Caterpillar India,Customer
,Cedar Management Consulting International LLC,Cedar Management Consulting International LLC,Cedar Management Consulting,Cedar Management Consulting,Customer
Yes,C & E Ltd.,C & E Limited,C & E,C & E Limited,Customer
,Cello Electricals Pvt. Ltd.,Cello Electricals Pvt. Ltd.,Cello,Cello Electricals,Customer
,Cello Stationery Products Pvt. Ltd.,Cello Stationery Products Pvt. Ltd.,Cello,Cello,Customer
,Cemcon Concrete Industries LLP,Cemcon Concrete Industries LLP,Cemcon,Cemcon,Customer
,Cenlub Industries Ltd.,Cenlub Industries Ltd.,Cenlub,Cenlub Industries,Customer
,Centaur Pharmaceuticals Ltd.,Centaur Pharmaceuticals Ltd.,Centaur Pharma,Centaur Pharma,Customer
,Central Garden Complex Condominium,Central Garden Complex Condominium,Central Garden,Central Garden,Customer
,Central Research Institute for Dryland Agriculture,Central Research Institute for Dryland Agriculture,CRIDA,CRIDA,Customer
,Central Reserve Police Force,Central Reserve Police Force,CRPF,Central Police Force,Customer
Yes,Central UP Gas Ltd.,Central UP Gas,Central UP Gas,Central UP Gas,Customer
Yes,Central UP Gas Ltd.,Central U P Gas Ltd.,Central UP Gas,Central U P Gas Ltd.,Customer
,Centre for Railway Information Systems,Centre for Railway Information Systems,Indian Railways,Indian Railways,Customer
,CG Power and Industrial Solutions Ltd.,CG Power and Industrial Solutions Ltd.,CG Power,CG Power,Customer
,Chandan Steel,CHANDAN STEEL,CHANDAN STEEL,CHANDAN STEEL,Customer
,Chandramukhi Sales Sand Co.,Chandramukhi Sales Sand Co.,Chandramukhi Sales,Chandramukhi Sales,Customer
,Charaniya Industries,Charaniya Industries,Charaniya Industries,Charaniya Industries,Customer
,Chemco Plastic Industries Pvt. Ltd.,Chemco Plastic Industries Pvt. Ltd.,Chemco Plastic,Chemco Plastic,Customer
,Chemietron Clean Tech Pvt. Ltd.,Chemietron Clean Tech Pvt. Ltd.,Chemietron,Chemietron,Customer
,Chemin Controls and Instrumentation Pvt. Ltd.,Chemin Controls and Instrumentation Pvt. Ltd.,Chemin Controls,Chemin Controls,Customer
,Cheminova India Ltd.,Cheminova India Ltd.,Cheminova,Cheminova,Customer
,Chemix Specialty Gases and Equipment,Chemix Specialty Gases and Equipment,Chemix,Chemix Specialty Gas,Customer
,Chemprojects Consulting Pvt. Ltd.,Chemprojects Consulting Pvt. Ltd.,Chemprojects Consulting,Chemprojects,Customer
,Chemtex Engg Of India Ltd.,Chemtex Engg Of India Ltd.,Chemtex Engineering,Chemtex Engineering,Customer
,Chennai Petroleum Corporation Ltd.,CHENNAI PETROLEUM CORPORATION LIMITED,Chennai Petroleum,Legacy Account,Customer
,Chhaya Enterprises,Chhaya Enterprises,Chhaya Enterprises,Chhaya Enterprises,Customer
,Chris Garrod Global India Pvt. Ltd.,Chris Garrod Global India Pvt. Ltd.,Chris Garrod,Chris Garrod Global,Customer
,CHT India Pvt. Ltd.,CHT India Pvt. Ltd.,CHT,CHT India,Customer
,Ch Veeraraghavulu Construction Pvt. Ltd.,Ch Veeraraghavulu Construction Pvt. Ltd.,Ch Veeraraghavulu Construction,Ch Veeraraghavulu Construction Pvt. Ltd.,Customer
,CHW Forge Pvt. Ltd.,CHW Forge Pvt. Ltd.,CHW Forge,CHW Forge Pvt. Ltd.,Customer
,Cimpress,Cimpress,Cimpress,Cimpress,Customer
,Cinda Engineering and Construction Pvt. Ltd.,Cinda Engineering and Construction Pvt. Ltd.,Cinda,Cinda Engineering,Customer
,Cipla Ltd.,Cipla Ltd.,Cipla,Cipla,Customer
,Ciron Drugs Pvt. Ltd.,Ciron Drugs Pvt. Ltd.,Ciron,Ciron,Customer
,Citrus Processing India Pvt. Ltd.,Citrus processing India Pvt. Ltd.,Citrus,Citrus processing,Customer
,Clariant Chemical India Ltd.,Clariant Chemical India Ltd.,Clariant,Clariant Chemical India Ltd.,Customer
,Clarke Energy India Pvt. Ltd.,Clarke Energy India Pvt. Ltd.,Clarke Energy,Clarke Energy,Customer
,Clean Science and Technology Pvt. Ltd.,Clean Science and Technology Pvt. Ltd.,Clean Science Tech,Clean Science Tech,Customer
,CM&D Sila Development Services India Pvt. Ltd.,CM&D Sila Development Services India Pvt. Ltd.,CM&D Sila Development Services,CM&D Sila Development Services India Pvt. Ltd.,Customer
,Coats India Ltd.,Coats India Ltd.,Coats India,Coats India,Customer
,Cocretec Systems,Cocretec Systems,Cocretec Systems,Cocretec Systems,Customer
,COEO Labs Pvt. Ltd.,COEO Labs Pvt. Ltd.,COEO Labs,COEO Labs Pvt. Ltd.,Customer
,Colgate-Palmolive India Ltd.,Colgate-Palmolive India Ltd.,Colgate,Colgate,Customer
,Colourtex Industries Pvt. Ltd.,Colourtex Industries Pvt. Ltd.,Colourtex Industries,Colourtex Industries,Customer
,Columbia Asia Hospitals Pvt. Ltd.,Columbia Asia Hospitals Pvt. Ltd.,Columbia Asia Hospital,Columbia Asia Hosp.,Customer
,Comart Lithographers Ltd.,Comart Lithographers Ltd.,Comart Lithographers,Comart Lithographers,Customer
,Comio,Comio,Comio,Comio,Customer
,Commercial Auto Sales Pvt. Ltd.,Commercial Auto Sales Pvt. Ltd.,Commercial Auto Sales,CASPL,Customer
,Compack Extrusions Pvt. Ltd.,Compack Extrusions Pvt. Ltd.,Compack Extrusions,Compack Extrusions,Customer
,Compass Group India Support Services Pvt. Ltd.,Compass Group India Support Services Pvt. Ltd.,Compass,Compass Group,Customer
,Compass India Support Services Pvt. Ltd.,Compass India Support Services Pvt. Ltd.,Compass,Compass Group,Customer
,Component Buy,Component Buy,Component Buy,Component Buy,Customer
,Comviva Technologies Ltd.,Comviva Technologies Ltd.,Comviva,Comviva,Customer
,Concentrix Services India Pvt. Ltd.,Concentrix Services India Pvt. Ltd.,Concentrix,Concentrix,Customer
,Concept Engineers,Concept Engineers,Concept Engineers,Concept Engineers,Customer
,Consortium For Educational Communication,Consortium For Educational Communication,Consortium for Education,Consortium for Edu,Customer
,Consul Neowatt Power Solutions Pvt. Ltd.,Consul Neowatt Power Solutions Pvt. Ltd.,Consul Neowatt Power Solutions,Consul Neowatt Power Solutions,Customer
,Continental Milkose India Ltd.,Continental Milkose India Ltd.,Continental Milkose,Continental Milkose,Customer
,Convertex India,Convertex India,Convertex,Convertex,Customer
,Cool Rays,Cool Rays,Cool Rays,Cool Rays,Customer
,Corbus India LLP,Corbus India LLP,Corbus,Corbus,Customer
,Core Cables Pvt. Ltd.,Core Cables Pvt. Ltd.,Core Cables,Core Cables,Customer
,Core LogC,CORE LOG C,CORE LOG C,CORE LOG C,Customer
,Coslight India technology Pvt. Ltd.,Coslight India technology Pvt. Ltd.,Coslight,Coslight India,Customer
,Costra Advertising India Pvt. Ltd.,Costra Advertising India Pvt. Ltd.,Costra,Costra,Customer
,Cotmac Electronics Pvt. Ltd.,Cotmac Electronics Pvt. Ltd.,Cotmac,Cotmac,Customer
,Country Inn and Suites By Carlson,Country Inn and Suites By Carlson,Country Inn,Country Inn,Customer
,CourtYard,CourtYard,CourtYard,CourtYard,Customer
,Covestro India Pvt. Ltd.,Covestro India Pvt. Ltd.,Covestro,Covestro,Customer
,Crazy Icecream Pvt. Ltd.,Crazy Icecream Pvt. Ltd.,Crazy Icecream,Crazy Icecream,Customer
,Cre8 Solutions Ltd.,Cre8 Solutions Ltd.,Cre8 Solutions,Cre8 Solutions,Customer
,Creative Dyeing and Printing Mills Pvt. Ltd.,Creative Dyeing and Printing Mills Pvt. Ltd.,Creative Dyeing,Creative Dyeing,Customer
,Creative Shadows Promotion Pvt. Ltd.,Creative Shadows Promotion Pvt. Ltd.,Creative Shadows,Creative Shadows,Customer
,Crest Packaging Pvt. Ltd.,Crest Packaging Pvt. Ltd.,Crest Packaging,Crest Packaging,Customer
,CRISIL Ltd.,Crisil Ltd.,CRISIL,CRISIL,Customer
,Croda India Company Pvt. Ltd.,Croda India Company Pvt. Ltd.,Croda,Croda India,Customer
,Crompton Greaves,Crompton Greaves,Crompton Greaves,Crompton,Customer
,Crosslay Remedies Ltd,Crosslay Remedies Ltd,Crosslay Remedies,Crosslay Remedies,Customer
,Crossways Vertical Solutions Pvt. Ltd.,Crossways Vertical Solutions Pvt. Ltd.,Crossways Vertical Solutions,Crossways Vertical,Customer
,Crystal Cook-N-Serve Products Pvt. Ltd.,Crystal Cook-N-Serve Products Pvt. Ltd.,Crystal Cook-N-Serve,Crystal Cook-N-Serve,Customer
,Crystal Impex Ltd.,Crystal Impex Ltd.,Crystal Impex,Crystal Impex,Customer
,CSIR-Indian Institute of Petroleum,CSIR-Indian Institute of Petroleum,CSIR-IIP,CSIR-Petroleum Inst.,Customer
,Cummins Emission Solutions INC,Cummins Emission Solutions INC,Cummins,Cummins,Customer
,Cummins Fuel Systems India,Cummins Fuel Systems India,Cummins,Cummins,Customer
,Cummins Generator Technologies India Pvt. Ltd.,Cummins Generator Technologies India Pvt. Ltd.,Cummins,Cummins,Customer
,Cummins India Ltd.,Cummins India Ltd.,Cummins,Cummins,Customer
,Cummins Technical Center India,Cummins Technical Center India,Cummins,Cummins,Customer
,Cummins Technologies India Pvt. Ltd.,Cummins Technologies India Pvt. Ltd.,Cummins,Cummins,Customer
Yes,Cummins Technologies India Pvt. Ltd. - Recon India,Cummins Technologies India Pvt. Ltd. - Recon India,Cummins,Cummins,Customer
Yes,Cummins Technologies India Pvt. Ltd. - Recon India,Cummins Technologies India Pvt. Ltd. Recon India,Cummins,Cummins,Customer
,Cummins Turbo Technologies,Cummins Turbo Technologies,Cummins,Cummins,Customer
,Curo India Pvt. Ltd.,Curo India Pvt. Ltd.,Curo,Curo India,Customer
,Cybertech Systems and Software Ltd.,Cybertech Systems and Software Ltd.,Cybertech Systems and Software,Cybertech Systems and Software Ltd.,Customer
,Cytec India Specialty Chemicals and Materials Pvt. Ltd.,Cytec India Specialty Chemicals and Materials Pvt. Ltd.,Cytec,Cytec India,Customer
,Dainik Bhaskar Group,Dainik Bhaskar Group,Dainik Bhaskar,Dainik Bhaskar,Customer
,Dakshinamurti - Akash Ceramics Pvt. Ltd.,Dakshinamurti - Akash Ceramics Pvt. Ltd.,Dakshinamurti-Akash,Dakshinamurti-Akash,Customer
,Dali and Samir Engineering Pvt. Ltd.,Dali and Samir Engineering Pvt. Ltd.,Dali Samir Engg,Dali Samir Engg,Customer
,Dalmia Bharat Ltd.,Dalmia Bharat Ltd.,Dalmia Bharat,Dalmia Bharat Ltd.,Customer
,Dalmia Cements,Dalmia Cements,Dalmia Cements,Dalmia Cements,Customer
,Dana India Pvt. Ltd.,Dana India Pvt. Ltd.,Dana,Dana India,Customer
,Danfoss Industries Pvt. Ltd.,Danfoss Industries Pvt. Ltd.,Danfoss,Danfoss,Customer
,Danieli Corus,Danieli Corus,Danieli,Danieli Corus,Customer
,Danieli India Ltd.,Danieli India Ltd.,Danieli,Danieli,Customer
,Danone India,Danone India,Danone,Danone India,Customer
,Darshan Industrial Service,Darshan Industrial Service,Darshan Industrial,Darshan Industrial,Customer
,Das Offshore Engineering Pvt. Ltd.,Das Offshore Engineering Pvt. Ltd.,Das Offshore Engineering,Das Offshore Engineering,Customer
Yes,Daulatram Engg. Services Pvt. Ltd.,Daulatram Engg. Services Pvt. Ltd.,Daulatram,Daulat Ram Engineering Services,Customer
Yes,Daulatram Engg. Services Pvt. Ltd.,Daulatram Engg. Services Pvt. Ltd.,Daulatram,Daulatram Engg.,Customer
,DB Corp Ltd.,DB Corp Ltd.,DB Corp,DB Corp Ltd.,Customer
,DDS-TPM Flavours Pvt. Ltd.,DDS-TPM Flavours Pvt. Ltd.,DDS-TPM Flavours,DDS-TPM Flavours,Customer
,Deccan Fine Chemicals,"Deccan Fine Chemicals, Visakhapatnam",Deccan Fine Chemicals,Legacy Account,Customer
,Deepak Electricals,Deepak Electricals,Deepak Electricals,Deepak Electricals,Customer
,Deepak Electric Corporation,Deepak Electric Corporation,Deepak Electric,Deepak Electric,Customer
,Deepak Fertilisers and Petrochemicals Corportion Ltd.,Deepak Fertilisers and Petrochemicals Corportion Ltd.,Deepak Fertilisers,Deepak Fertilisers,Customer
,Deep Industries Ltd.,Deep Industries Ltd.,Deep Industries,Deep Industries,Customer
,Deep International DMCC,Deep International DMCC,Deep International,Deep Industries,Customer
,Deeplaxmi Steel,Deeplaxmi Steel,Deeplaxmi Steel,Deeplaxmi Steel,Customer
,Deepwater Drilling and Services Pvt. Ltd.,Deepwater Drilling and Services Pvt. Ltd.,Deepwater Drilling,Deepwater Drilling,Customer
,Dee Tee Industries Ltd.,Dee Tee Industries Ltd.,Dee Tee Industries,Dee Tee Industries,Customer
,Defence Research and Development Organization,Defence Research and Development Organization,DRDO,DRDO,Customer
,Defsys Solutions Pvt. Ltd.,Defsys Solutions Pvt. Ltd.,DEFSYS,DEFSYS,Customer
,Delhi Agricultural Marketing Board,Delhi Agricultural Marketing Board,Delhi Agricultural Marketing Board,Delhi Agricultural Marketing Board,Customer
,Delhi Cantonment Board,Delhi Cantonment Board,Delhi Cantonment,Delhi Cantonment,Customer
,Delhi International Airport Ltd.,Delhi International Airport Limited,Delhi International Airport,Delhi International Airport,Customer
,Delhi Metro Rail Corporation Ltd.,Delhi Metro Rail Corporate Ltd.,Delhi Metro,Delhi Metro,Customer
,Delhivery Pvt. Ltd.,Delhivery Pvt. Ltd.,Delhivery,Delhivery,Customer
,Demi Speciality Chemicals and Co.,Demi Speciality Chemicals and Co.,Demi Speciality Chem,Demi Speciality Chem,Customer
,Demosha Chemicals Pvt. Ltd.,Demosha Chemicals Pvt. Ltd.,Demosha Chemicals,Demosha Chemicals,Customer
,Department of Atomic Energy,Department of Atomic Energy,BARC,BARC,Customer
,Department of Mechanical Engineering,Department of Mechanical Engineering,IIT,IIT,Customer
,Department of Zoology,Department of Zoology,DU - Zoology,Zoology,Customer
,Desai Enterprises,Desai Enterprises,Desai Enterprises,Desai Enterprises,Customer
,Devang Engineering Co.,Devang Engineering Co.,Devang Engineering,Devang Engineering,Customer
,Devi Engineering and constructions Pvt. Ltd.,Devi Engineering and constructions Pvt. Ltd.,Devi Engineering,Devi Engineering,Customer
,Devu Mechsweep Pvt. Ltd.,Devu Mechsweep Pvt. Ltd.,Devu Mechsweep,Devu Mechsweep,Customer
,Dewas Metal Section Ltd.,Dewas Metal Section Ltd.,Dewas Metal,Dewas Metal,Customer
,Dgains Enterprises,Dgains Enterprises,Dgains Enterprises,Dgains Enterprises,Customer
,DG Infrastructure Pvt. Ltd.,DG Infrastructure Pvt. Ltd.,DG Infrastructure,DG Infrastructure,Customer
,D. Haridas and Co.,D. Haridas and Co.,D. Haridas and Co.,D. Haridas and Co.,Customer
,Dhaval Enterprises,Dhaval Enterprises,Dhaval Enterprises,Dhaval Enterprises,Customer
,Dhaval Paper Bag Manufacturing Co.,Dhaval Paper Bag Manufacturing Co.,Dhaval Paper,Dhaval Paper Bag,Customer
,Dhiren Traders,Dhiren Traders,Dhiren Traders,Dhiren Traders,Customer
,DHL Express India Pvt. Ltd.,DHL Express India Pvt. Ltd.,DHL,DHL,Customer
,DHL Global Business Services,DHL Global Business Services,DHL,DHL,Customer
,DHL Information Services India LLP,DHL Information Services India LLP,DHL,DHL,Customer
,DHL Supply Chain India Pvt. Ltd.,DHL Supply Chain India Pvt. Ltd.,DHL,DHL,Customer
,Dhoot Infrastructure Project Ltd.,Dhoot Infrastructure Project Ltd.,Dhoot Infrastructure,Dhoot Infrastructure,Customer
,DH Printpack Pvt. Ltd.,DH Printpack Pvt. Ltd.,DH Printpack,DH Printpack,Customer
,DHR Holding India Pvt. Ltd.,DHR Holding India Pvt. Ltd.,DHR,DHR Holding India,Customer
,Dia Aluminium India Pvt. Ltd.,Dia Aluminium India Pvt. Ltd.,Dia Aluminium,Dia Aluminium,Customer
,Diesel Gen Services,Diesel Gen Services,Diesel Gen Services,Diesel Gen Services,Customer
,Dietech India Pvt. Ltd.,Dietech India Pvt. Ltd.,Dietech,Dietech India,Customer
,Digital Signage Networks India Pvt. Ltd.,Digital Signage Networks India Pvt. Ltd.,DSN,DSN,Customer
,Digvijay Automobiles,Digvijay Automobiles,Digvijay Automobiles,Digvijay Automobiles,Customer
,Directorate General of Civil Aviation,Directorate General of Civil Aviation,DGCA,Directorate General of Civil Aviation,Customer
,Directorate Of Purchase And Stores,Directorate Of Purchase And Stores,DGPA,Directorate Purchase,Customer
,Disuku Auto Clutch,Disuku Auto Clutch,Disuku Auto Clutch,Disuku Auto Clutch,Customer
,Divine Engineering,Divine Engineering,Divine Engineering,Divine Engineering,Customer
,Division of Microbilogy,Division of Microbilogy,Division of Microbilogy,Division of Microbilogy,Customer
,Division of Plant Physiology,Division of Plant Physiology,Division of Plant Physiology,Division of Plant Physiology,Customer
,Dlecta Foods Pvt. Ltd.,Dlecta Foods Pvt. Ltd.,Dlecta,Dlecta,Customer
,DLS Aircon Pvt. Ltd.,DLS Aircon Pvt. Ltd.,DLS Aircon,DLS Aircon,Customer
,D.N.P. Ltd.,D.N.P. Ltd.,DNP,D.N.P. Ltd.,Customer
,DNV Overseas Impex Pvt. Ltd.,DNV Overseas Impex Pvt. Ltd.,DNV,DNV Overseas Impex,Customer
,Dnyanvikas Sahakari High School Bhalavali,Dnyanvikas Sahakari High School Bhalavali,Henkel,Henkel,Customer
,Doddanavar Global Energy Pvt. Ltd.,Doddanavar Global Energy Pvt. Ltd.,Doddanavar,Doddanavar Global,Customer
Yes,Dolphin Offshore Shipping Ltd.,Dolphin Offshore Shipping Limited,Dolphin,Dolphin Offshore Enterprises india ltd,Customer
Yes,Dolphin Offshore Shipping Ltd.,Dolphin Offshore Shipping Ltd.,Dolphin,Dolphin Offshore Shipping Ltd.,Customer
,Donatekart,Donatekart,Donatekart,Donatekart,Customer
,Dong Jin Electronics Ltd.,Dong Jin Electronics Ltd.,Dong Jin Electronics,Dong Jin Electronics,Customer
,Dongsung Precision Co. Pvt. Ltd.,Dongsung Precision Co. Pvt. Ltd.,DS Precision,DS Precision,Customer
,Dorf-Ketal Chemicals India Pvt. Ltd.,Dorf-Ketal Chemicals India Pvt. Ltd.,Dorf-Ketal,Dorf-Ketal,Customer
,Dow Chemical Co.,Dow Chemical Co.,Dow,Dow,Customer
,Dow Chemical International Pvt. Ltd.,Dow Chemical International Pvt. Ltd.,Dow,Dow,Customer
,Dow India,Dow India,Dow,Dow,Customer
,D. P. Jindal Group of Industries,D. P. Jindal Group of Industries,Jindal,JINDAL,Customer
